"No.","Time","Source","Destination","Protocol","Length","Info"
"336051","194.921872","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=287488 Win=247840 Len=0 TSval=175207960 TSecr=3771330355"
"336052","194.922029","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=291832 Win=245056 Len=0 TSval=175207960 TSecr=3771330355"
"336053","194.922185","192.168.1.58","23.246.45.140","TCP","78","[TCP Window Update] 36236  >  443 [ACK] Seq=1543 Ack=477176 Win=260696 Len=0 TSval=175207960 TSecr=3779533533 SLE=416360 SRE=417808"
"336054","194.922369","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=482968 Win=258336 Len=0 TSval=175207960 TSecr=3779533539"
"336055","194.922527","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336054#1] 36236  >  443 [ACK] Seq=1543 Ack=482968 Win=258336 Len=0 TSval=175207960 TSecr=3779533539 SLE=484416 SRE=485864"
"336056","194.922684","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=413463 Win=238656 Len=0 TSval=175207960 TSecr=3100190389"
"336057","194.922864","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=297624 Win=241344 Len=0 TSval=175207960 TSecr=3771330355"
"336058","194.923031","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=485864 Win=256384 Len=0 TSval=175207960 TSecr=3779533539"
"336059","194.923191","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=419255 Win=234944 Len=0 TSval=175207960 TSecr=3100190390"
"336060","194.923375","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=422151 Win=233088 Len=0 TSval=175207960 TSecr=3100190390"
"336061","194.923539","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=427943 Win=229376 Len=0 TSval=175207960 TSecr=3100190394"
"336062","194.924605","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=429391 Win=228352 Len=0 TSval=175207960 TSecr=3100190395"
"336063","194.924837","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=430839 Win=227424 Len=0 TSval=175207960 TSecr=3100190395"
"336064","194.924988","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=487312 Win=255456 Len=0 TSval=175207960 TSecr=3779533550"
"336092","194.935720","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=440975 Win=255552 Len=0 TSval=175207962 TSecr=3100190399"
"336104","194.936736","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=443871 Win=253696 Len=0 TSval=175207963 TSecr=3100190399"
"336106","194.937056","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=301968 Win=259264 Len=0 TSval=175207963 TSecr=3771330371"
"336183","194.956616","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=306312 Win=256480 Len=0 TSval=175207963 TSecr=3771330371"
"336184","194.956870","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=446767 Win=251840 Len=0 TSval=175207963 TSecr=3100190402"
"336186","194.957171","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=497448 Win=255552 Len=0 TSval=175207963 TSecr=3779533570"
"336187","194.957342","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=498896 Win=254624 Len=0 TSval=175207963 TSecr=3779533570"
"336188","194.957533","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=504688 Win=250912 Len=0 TSval=175207963 TSecr=3779533576"
"336190","194.957817","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=514824 Win=244320 Len=0 TSval=175207963 TSecr=3779533576"
"336191","194.958018","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=523512 Win=256480 Len=0 TSval=175207963 TSecr=3779533576"
"336192","194.958011","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=519168 Win=259264 Len=0 TSval=175207963 TSecr=3779533576"
"336193","194.958174","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=523512 Win=256480 Len=0 TSval=175207963 TSecr=3779533576 SLE=524960 SRE=526408"
"336196","194.958359","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=526408 Win=254528 Len=0 TSval=175207964 TSecr=3779533576"
"336197","194.958451","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=529304 Win=252672 Len=0 TSval=175207964 TSecr=3779533576"
"336198","194.958538","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336197#1] 36236  >  443 [ACK] Seq=1543 Ack=529304 Win=252672 Len=0 TSval=175207964 TSecr=3779533576 SLE=530752 SRE=532200"
"336200","194.958733","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=532200 Win=250720 Len=0 TSval=175207964 TSecr=3779533576 SLE=533648 SRE=535096"
"336201","194.958724","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336200#1] 36236  >  443 [ACK] Seq=1543 Ack=532200 Win=250720 Len=0 TSval=175207964 TSecr=3779533576"
"336202","194.958890","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=536544 Win=247840 Len=0 TSval=175207964 TSecr=3779533576"
"336203","194.958885","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=535096 Win=248768 Len=0 TSval=175207964 TSecr=3779533576"
"336204","194.959051","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=462695 Win=251840 Len=0 TSval=175207964 TSecr=3100190426 SLE=464143 SRE=465591"
"336205","194.959044","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336204#1] 36235  >  443 [ACK] Seq=1056 Ack=462695 Win=251840 Len=0 TSval=175207964 TSecr=3100190426"
"336206","194.959208","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=307760 Win=260696 Len=0 TSval=175207964 TSecr=3771330398"
"336207","194.959199","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=465591 Win=249888 Len=0 TSval=175207964 TSecr=3100190426"
"336208","194.959362","192.168.1.58","23.246.45.140","TCP","78","36237  >  443 [ACK] Seq=1056 Ack=309208 Win=260192 Len=0 TSval=175207964 TSecr=3771330398 SLE=310656 SRE=312104"
"336209","194.959359","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336208#1] 36237  >  443 [ACK] Seq=1056 Ack=309208 Win=260192 Len=0 TSval=175207964 TSecr=3771330398"
"336210","194.959519","192.168.1.58","23.246.45.140","TCP","78","36237  >  443 [ACK] Seq=1056 Ack=312104 Win=258240 Len=0 TSval=175207964 TSecr=3771330398 SLE=313552 SRE=315000"
"336211","194.959516","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336210#1] 36237  >  443 [ACK] Seq=1056 Ack=312104 Win=258240 Len=0 TSval=175207964 TSecr=3771330398"
"336212","194.959684","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=315000 Win=256288 Len=0 TSval=175207964 TSecr=3771330398"
"336213","194.959723","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=317896 Win=254432 Len=0 TSval=175207964 TSecr=3771330400"
"336214","194.959839","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=543784 Win=243200 Len=0 TSval=175207964 TSecr=3779533583"
"336215","194.959861","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=551024 Win=238560 Len=0 TSval=175207964 TSecr=3779533583"
"336216","194.959990","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=555368 Win=235776 Len=0 TSval=175207964 TSecr=3779533583"
"336217","194.960001","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=469935 Win=247104 Len=0 TSval=175207964 TSecr=3100190431"
"336218","194.966909","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=471383 Win=260696 Len=0 TSval=175207965 TSecr=3100190431"
"336233","194.975319","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=320792 Win=260192 Len=0 TSval=175207966 TSecr=3771330404"
"336235","194.975671","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=478623 Win=256480 Len=0 TSval=175207966 TSecr=3100190431"
"336236","194.975686","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=494551 Win=246272 Len=0 TSval=175207966 TSecr=3100190434"
"336237","194.975861","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=339616 Win=248128 Len=0 TSval=175207966 TSecr=3771330404"
"336240","194.976031","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336236#1] 36235  >  443 [ACK] Seq=1056 Ack=494551 Win=246272 Len=0 TSval=175207966 TSecr=3100190434 SLE=495999 SRE=497447"
"336242","194.976232","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=501791 Win=241536 Len=0 TSval=175207966 TSecr=3100190434"
"336243","194.976223","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=497447 Win=244320 Len=0 TSval=175207966 TSecr=3100190434"
"336244","194.976385","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=509031 Win=236896 Len=0 TSval=175207966 TSecr=3100190442"
"336246","194.976530","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=511927 Win=235040 Len=0 TSval=175207966 TSecr=3100190442"
"336248","194.976679","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=514823 Win=233184 Len=0 TSval=175207966 TSecr=3100190447"
"336249","194.976721","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=341064 Win=247200 Len=0 TSval=175207966 TSecr=3771330419"
"336250","194.976857","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=343960 Win=245344 Len=0 TSval=175207966 TSecr=3771330419"
"336342","195.003968","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=559712 Win=259264 Len=0 TSval=175207967 TSecr=3779533616"
"336343","195.004219","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=566952 Win=254624 Len=0 TSval=175207967 TSecr=3779533616"
"336347","195.005944","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=577088 Win=248128 Len=0 TSval=175207967 TSecr=3779533616"
"336349","195.006280","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=584328 Win=243392 Len=0 TSval=175207968 TSecr=3779533616"
"336350","195.006469","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=588672 Win=240608 Len=0 TSval=175207968 TSecr=3779533616"
"336352","195.006781","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=522063 Win=257408 Len=0 TSval=175207968 TSecr=3100190466"
"336353","195.006978","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=524959 Win=255552 Len=0 TSval=175207968 TSecr=3100190466"
"336354","195.007157","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336353#1] 36235  >  443 [ACK] Seq=1056 Ack=524959 Win=255552 Len=0 TSval=175207968 TSecr=3100190466 SLE=526407 SRE=527855"
"336356","195.007305","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=527855 Win=253600 Len=0 TSval=175207968 TSecr=3100190466"
"336357","195.007307","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336356#1] 36235  >  443 [ACK] Seq=1056 Ack=527855 Win=253600 Len=0 TSval=175207968 TSecr=3100190466 SLE=529303 SRE=530751"
"336358","195.007467","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=530751 Win=251648 Len=0 TSval=175207968 TSecr=3100190466"
"336361","195.007691","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=535095 Win=248864 Len=0 TSval=175207968 TSecr=3100190466"
"336363","195.007850","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=349752 Win=258336 Len=0 TSval=175207968 TSecr=3771330438"
"336364","195.007893","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=356992 Win=253696 Len=0 TSval=175207968 TSecr=3771330439"
"336365","195.008020","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=361336 Win=250912 Len=0 TSval=175207968 TSecr=3771330439"
"336367","195.008159","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=590120 Win=239680 Len=0 TSval=175207968 TSecr=3779533622"
"336369","195.008303","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=597360 Win=235040 Len=0 TSval=175207969 TSecr=3779533622"
"336371","195.008446","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=603152 Win=231328 Len=0 TSval=175207969 TSecr=3779533622"
"336372","195.008497","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=608944 Win=227520 Len=0 TSval=175207969 TSecr=3779533622"
"336379","195.009284","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=614736 Win=258336 Len=0 TSval=175207970 TSecr=3779533622"
"336380","195.009517","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336379#1] 36236  >  443 [ACK] Seq=1543 Ack=614736 Win=258336 Len=0 TSval=175207970 TSecr=3779533622 SLE=616184 SRE=617632"
"336381","195.009688","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=617632 Win=256384 Len=0 TSval=175207970 TSecr=3779533622"
"336382","195.009868","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336381#1] 36236  >  443 [ACK] Seq=1543 Ack=617632 Win=256384 Len=0 TSval=175207970 TSecr=3779533622 SLE=619080 SRE=620528"
"336383","195.010025","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=620528 Win=254432 Len=0 TSval=175207970 TSecr=3779533622"
"336384","195.010182","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336383#1] 36236  >  443 [ACK] Seq=1543 Ack=620528 Win=254432 Len=0 TSval=175207970 TSecr=3779533622 SLE=621976 SRE=623424"
"336385","195.010359","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=623424 Win=252480 Len=0 TSval=175207970 TSecr=3779533622"
"336394","195.018896","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=542335 Win=257408 Len=0 TSval=175207970 TSecr=3100190471"
"336395","195.019091","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=543783 Win=256480 Len=0 TSval=175207970 TSecr=3100190473"
"336396","195.019253","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=624872 Win=251552 Len=0 TSval=175207970 TSecr=3779533622"
"336397","195.019455","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=551023 Win=251840 Len=0 TSval=175207970 TSecr=3100190482"
"336398","195.019631","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=364232 Win=260192 Len=0 TSval=175207970 TSecr=3771330454"
"336399","195.019854","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=365680 Win=259264 Len=0 TSval=175207970 TSecr=3771330454"
"336400","195.020023","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=377264 Win=251840 Len=0 TSval=175207971 TSecr=3771330454"
"336401","195.020183","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336400#1] 36237  >  443 [ACK] Seq=1056 Ack=377264 Win=251840 Len=0 TSval=175207971 TSecr=3771330454 SLE=378712 SRE=380160"
"336402","195.020362","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=380160 Win=249888 Len=0 TSval=175207971 TSecr=3771330454"
"336403","195.020603","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=383056 Win=248032 Len=0 TSval=175207971 TSecr=3771330454"
"336499","195.053228","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=566951 Win=251840 Len=0 TSval=175207972 TSecr=3100190484"
"336500","195.053481","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336499#1] 36235  >  443 [ACK] Seq=1056 Ack=566951 Win=251840 Len=0 TSval=175207972 TSecr=3100190484 SLE=494551 SRE=495999"
"336501","195.053665","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=581431 Win=242464 Len=0 TSval=175207972 TSecr=3100190495"
"336502","195.053867","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=587223 Win=238752 Len=0 TSval=175207972 TSecr=3100190495"
"336503","195.054077","192.168.1.58","23.246.45.140","TCP","78","[TCP Window Update] 36237  >  443 [ACK] Seq=1056 Ack=383056 Win=260696 Len=0 TSval=175207972 TSecr=3771330454 SLE=384504 SRE=385952"
"336504","195.054291","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=385952 Win=260096 Len=0 TSval=175207972 TSecr=3771330467"
"336505","195.054487","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=387400 Win=259168 Len=0 TSval=175207972 TSecr=3771330467"
"336506","195.054647","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=626320 Win=260696 Len=0 TSval=175207972 TSecr=3779533661"
"336507","195.054807","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=629216 Win=259264 Len=0 TSval=175207972 TSecr=3779533661"
"336508","195.054815","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=633560 Win=256480 Len=0 TSval=175207972 TSecr=3779533661"
"336509","195.054989","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=639352 Win=252768 Len=0 TSval=175207972 TSecr=3779533669"
"336510","195.054976","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=636456 Win=254624 Len=0 TSval=175207972 TSecr=3779533661"
"336511","195.055134","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=646592 Win=248128 Len=0 TSval=175207972 TSecr=3779533669"
"336512","195.055137","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=648040 Win=247200 Len=0 TSval=175207973 TSecr=3779533669"
"336513","195.055290","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=661072 Win=238752 Len=0 TSval=175207973 TSecr=3779533669"
"336514","195.055287","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=655280 Win=242464 Len=0 TSval=175207973 TSecr=3779533669"
"336515","195.055436","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=675552 Win=229376 Len=0 TSval=175207973 TSecr=3779533669"
"336516","195.055434","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=668312 Win=234112 Len=0 TSval=175207973 TSecr=3779533669"
"336517","195.055591","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=682792 Win=224736 Len=0 TSval=175207973 TSecr=3779533669"
"336518","195.055600","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=685688 Win=237824 Len=0 TSval=175207973 TSecr=3779533669"
"336519","195.055754","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=597359 Win=255552 Len=0 TSval=175207973 TSecr=3100190519"
"336520","195.055752","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=591567 Win=259264 Len=0 TSval=175207973 TSecr=3100190519"
"336521","195.055921","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=393192 Win=258336 Len=0 TSval=175207973 TSecr=3771330491"
"336522","195.055935","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=397536 Win=255552 Len=0 TSval=175207974 TSecr=3771330491"
"336523","195.056102","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=400432 Win=253696 Len=0 TSval=175207974 TSecr=3771330491"
"336524","195.056086","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336523#1] 36237  >  443 [ACK] Seq=1056 Ack=400432 Win=253696 Len=0 TSval=175207974 TSecr=3771330491 SLE=401880 SRE=403328"
"336525","195.056248","192.168.1.58","23.246.45.140","TCP","78","36237  >  443 [ACK] Seq=1056 Ack=403328 Win=251744 Len=0 TSval=175207974 TSecr=3771330491 SLE=404776 SRE=406224"
"336526","195.056243","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336525#1] 36237  >  443 [ACK] Seq=1056 Ack=403328 Win=251744 Len=0 TSval=175207974 TSecr=3771330491"
"336527","195.056392","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=406224 Win=249792 Len=0 TSval=175207974 TSecr=3771330491"
