"No.","Time","Source","Destination","Protocol","Length","Info"
"335534","194.778734","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=217983 Win=246912 Len=0 TSval=175207946 TSecr=3100190234"
"335535","194.778729","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=215087 Win=248864 Len=0 TSval=175207945 TSecr=3100190234 SLE=216535 SRE=217983"
"335536","194.778865","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=249840 Win=248032 Len=0 TSval=175207946 TSecr=3779533392"
"335537","194.778862","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=248392 Win=248960 Len=0 TSval=175207946 TSecr=3779533386 SLE=202056 SRE=203504"
"335538","194.778996","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=249840 Win=248032 Len=0 TSval=175207946 TSecr=3779533392 SLE=251288 SRE=252736"
"335539","194.779000","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=252736 Win=246080 Len=0 TSval=175207946 TSecr=3779533392"
"335540","194.779129","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=254184 Win=245152 Len=0 TSval=175207946 TSecr=3779533392"
"335541","194.779127","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=219431 Win=245984 Len=0 TSval=175207946 TSecr=3100190234"
"335542","194.779258","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=255632 Win=244224 Len=0 TSval=175207946 TSecr=3779533392"
"335543","194.779260","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335542#1] 36236  >  443 [ACK] Seq=1543 Ack=255632 Win=244224 Len=0 TSval=175207946 TSecr=3779533392 SLE=257080 SRE=258528"
"335544","194.779395","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=258528 Win=242272 Len=0 TSval=175207946 TSecr=3779533392 SLE=259976 SRE=261424"
"335545","194.779392","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 335544#1] 36236  >  443 [ACK] Seq=1543 Ack=258528 Win=242272 Len=0 TSval=175207946 TSecr=3779533392"
"335546","194.779530","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=262872 Win=239392 Len=0 TSval=175207946 TSecr=3779533392"
"335547","194.779525","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=261424 Win=240320 Len=0 TSval=175207946 TSecr=3779533392"
"335584","194.792186","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=270112 Win=234752 Len=0 TSval=175207946 TSecr=3779533392"
"335585","194.792421","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=220879 Win=245056 Len=0 TSval=175207946 TSecr=3100190247"
"335586","194.792619","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=281696 Win=227328 Len=0 TSval=175207946 TSecr=3779533404"
"335587","194.792785","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=223775 Win=243200 Len=0 TSval=175207946 TSecr=3100190254"
"335589","194.793141","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=226671 Win=260192 Len=0 TSval=175207947 TSecr=3100190254"
"335591","194.793475","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=229567 Win=258336 Len=0 TSval=175207947 TSecr=3100190256"
"335592","194.793627","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=239703 Win=251840 Len=0 TSval=175207947 TSecr=3100190260"
"335593","194.793618","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=284592 Win=227424 Len=0 TSval=175207947 TSecr=3779533410"
"335594","194.793773","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=157168 Win=256480 Len=0 TSval=175207947 TSecr=3771330232"
"335595","194.793767","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=290384 Win=258336 Len=0 TSval=175207947 TSecr=3779533410"
"335596","194.793908","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=242599 Win=249984 Len=0 TSval=175207947 TSecr=3100190263"
"335597","194.793912","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=255631 Win=241536 Len=0 TSval=175207947 TSecr=3100190263"
"335598","194.794049","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=258527 Win=239584 Len=0 TSval=175207947 TSecr=3100190263"
"335599","194.794044","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=255631 Win=241536 Len=0 TSval=175207947 TSecr=3100190263 SLE=257079 SRE=258527"
"335600","194.794181","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=162960 Win=252768 Len=0 TSval=175207947 TSecr=3771330237"
"335601","194.794177","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=161512 Win=253696 Len=0 TSval=175207947 TSecr=3771330235"
"335602","194.794311","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=171648 Win=247200 Len=0 TSval=175207947 TSecr=3771330237"
"335603","194.794316","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=261423 Win=237728 Len=0 TSval=175207947 TSecr=3100190263"
"335604","194.794445","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=174544 Win=245344 Len=0 TSval=175207947 TSecr=3771330243"
"335611","194.798051","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=178888 Win=242464 Len=0 TSval=175207948 TSecr=3771330243"
"335612","194.798272","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=181784 Win=240608 Len=0 TSval=175207948 TSecr=3771330245"
"335613","194.798484","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=190472 Win=235040 Len=0 TSval=175207948 TSecr=3771330245"
"335615","194.798633","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=200608 Win=228544 Len=0 TSval=175207948 TSecr=3771330245"
"335617","194.798776","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=204952 Win=225664 Len=0 TSval=175207948 TSecr=3771330245"
"335648","194.803279","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=206400 Win=241536 Len=0 TSval=175207949 TSecr=3771330245"
"335649","194.803284","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335648#1] 36237  >  443 [ACK] Seq=1056 Ack=206400 Win=241536 Len=0 TSval=175207949 TSecr=3771330245 SLE=207848 SRE=209296"
"335650","194.803471","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=209296 Win=239584 Len=0 TSval=175207949 TSecr=3771330245"
"335652","194.803584","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=291832 Win=260696 Len=0 TSval=175207949 TSecr=3779533434"
"335653","194.803644","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335652#1] 36236  >  443 [ACK] Seq=1543 Ack=291832 Win=260696 Len=0 TSval=175207949 TSecr=3779533434 SLE=229568 SRE=231016"
"335654","194.803759","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=216536 Win=257408 Len=0 TSval=175207949 TSecr=3771330245"
"335655","194.803890","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=217984 Win=256480 Len=0 TSval=175207949 TSecr=3771330255"
"335656","194.803870","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=296176 Win=258336 Len=0 TSval=175207949 TSecr=3779533434"
"335657","194.804046","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=297624 Win=257408 Len=0 TSval=175207949 TSecr=3779533440"
"335673","194.809515","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=310656 Win=249056 Len=0 TSval=175207949 TSecr=3779533440"
"335674","194.809767","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=264319 Win=260192 Len=0 TSval=175207949 TSecr=3100190290"
"335675","194.809933","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=268663 Win=257408 Len=0 TSval=175207950 TSecr=3100190290"
"335676","194.810117","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335675#1] 36235  >  443 [ACK] Seq=1056 Ack=268663 Win=257408 Len=0 TSval=175207950 TSecr=3100190290 SLE=203503 SRE=204951"
"335677","194.810317","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=270111 Win=256480 Len=0 TSval=175207950 TSecr=3100190290"
"335706","194.818183","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=275903 Win=252768 Len=0 TSval=175207950 TSecr=3100190290"
"335707","194.818433","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=319344 Win=243392 Len=0 TSval=175207950 TSecr=3779533444"
"335708","194.818618","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335707#1] 36236  >  443 [ACK] Seq=1543 Ack=319344 Win=243392 Len=0 TSval=175207950 TSecr=3779533444 SLE=320792 SRE=322240"
"335709","194.818770","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=322240 Win=241440 Len=0 TSval=175207950 TSecr=3779533444"
"335710","194.818970","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=326584 Win=238656 Len=0 TSval=175207950 TSecr=3779533444"
"335711","194.819170","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=286039 Win=246272 Len=0 TSval=175207950 TSecr=3100190292"
"335713","194.819533","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=345408 Win=226592 Len=0 TSval=175207950 TSecr=3779533449"
"335714","194.819738","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=287487 Win=245344 Len=0 TSval=175207950 TSecr=3100190299"
"335716","194.819887","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=290383 Win=243392 Len=0 TSval=175207951 TSecr=3100190299"
"335717","194.819897","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=349752 Win=223712 Len=0 TSval=175207951 TSecr=3779533455"
"335718","194.820052","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=354096 Win=220928 Len=0 TSval=175207951 TSecr=3779533455"
"335720","194.820194","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=294727 Win=240608 Len=0 TSval=175207951 TSecr=3100190304"
"335722","194.820340","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=300519 Win=236896 Len=0 TSval=175207951 TSecr=3100190304"
"335768","194.825586","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=306311 Win=258336 Len=0 TSval=175207951 TSecr=3100190304"
"335830","194.855050","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335768#1] 36235  >  443 [ACK] Seq=1056 Ack=306311 Win=258336 Len=0 TSval=175207951 TSecr=3100190304 SLE=307759 SRE=309207"
"335831","194.855279","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=309207 Win=256384 Len=0 TSval=175207951 TSecr=3100190304"
"335832","194.870728","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=225224 Win=257408 Len=0 TSval=175207952 TSecr=3771330276"
"335833","194.870981","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=226672 Win=256480 Len=0 TSval=175207952 TSecr=3771330276"
"335834","194.871154","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=355544 Win=260696 Len=0 TSval=175207952 TSecr=3779533460"
"335835","194.871314","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=314999 Win=252672 Len=0 TSval=175207952 TSecr=3100190309"
"335837","194.871673","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=319343 Win=249888 Len=0 TSval=175207952 TSecr=3100190309"
"335838","194.871833","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335837#1] 36235  >  443 [ACK] Seq=1056 Ack=319343 Win=249888 Len=0 TSval=175207952 TSecr=3100190309 SLE=320791 SRE=322239"
"335840","194.872242","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=322239 Win=247936 Len=0 TSval=175207952 TSecr=3100190309"
"335841","194.872258","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=325135 Win=246080 Len=0 TSval=175207952 TSecr=3100190309"
"335842","194.872415","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=326583 Win=245152 Len=0 TSval=175207952 TSecr=3100190309"
"335844","194.872564","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=329479 Win=260192 Len=0 TSval=175207954 TSecr=3100190309"
"335845","194.872584","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=231016 Win=259264 Len=0 TSval=175207954 TSecr=3771330282"
"335846","194.872747","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=244048 Win=250912 Len=0 TSval=175207954 TSecr=3771330282"
"335847","194.872728","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=241152 Win=252768 Len=0 TSval=175207954 TSecr=3771330282"
"335848","194.872894","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=255632 Win=243392 Len=0 TSval=175207954 TSecr=3771330282"
"335849","194.872887","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=248392 Win=248032 Len=0 TSval=175207954 TSecr=3771330282"
"335850","194.873066","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=257080 Win=242464 Len=0 TSval=175207954 TSecr=3771330282"
"335851","194.873063","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=362784 Win=257408 Len=0 TSval=175207954 TSecr=3779533466"
"335852","194.873241","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=370024 Win=252768 Len=0 TSval=175207954 TSecr=3779533467"
"335853","194.873232","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=364232 Win=256480 Len=0 TSval=175207954 TSecr=3779533467"
"335854","194.873386","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=372920 Win=260192 Len=0 TSval=175207955 TSecr=3779533467"
"335855","194.873391","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=375816 Win=260192 Len=0 TSval=175207955 TSecr=3779533467"
"335856","194.873541","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=384504 Win=254624 Len=0 TSval=175207955 TSecr=3779533477"
"335857","194.873538","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=336719 Win=257408 Len=0 TSval=175207955 TSecr=3100190321"
"335858","194.873694","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=400432 Win=244320 Len=0 TSval=175207955 TSecr=3779533479"
"335859","194.873689","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=338167 Win=256480 Len=0 TSval=175207955 TSecr=3100190323"
"335860","194.873863","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=401880 Win=243392 Len=0 TSval=175207955 TSecr=3779533479 SLE=403328 SRE=404776"
"335861","194.873845","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 335860#1] 36236  >  443 [ACK] Seq=1543 Ack=401880 Win=243392 Len=0 TSval=175207955 TSecr=3779533479"
"335862","194.874002","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=404776 Win=241440 Len=0 TSval=175207955 TSecr=3779533479 SLE=406224 SRE=407672"
"335863","194.874000","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 335862#1] 36236  >  443 [ACK] Seq=1543 Ack=404776 Win=241440 Len=0 TSval=175207955 TSecr=3779533479"
"335864","194.874150","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=407672 Win=239488 Len=0 TSval=175207955 TSecr=3779533479"
"335865","194.876035","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=412016 Win=236704 Len=0 TSval=175207955 TSecr=3779533479"
"335866","194.876269","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=416360 Win=233920 Len=0 TSval=175207955 TSecr=3779533479"
"335867","194.876438","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335866#1] 36236  >  443 [ACK] Seq=1543 Ack=416360 Win=233920 Len=0 TSval=175207955 TSecr=3779533479 SLE=417808 SRE=419256"
"335868","194.876661","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335859#1] 36235  >  443 [ACK] Seq=1056 Ack=338167 Win=256480 Len=0 TSval=175207955 TSecr=3100190323 SLE=339615 SRE=341063"
"335869","194.876842","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=419256 Win=231968 Len=0 TSval=175207955 TSecr=3779533479"
"335870","194.877010","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=341063 Win=254528 Len=0 TSval=175207955 TSecr=3100190327"
"335871","194.877175","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=343959 Win=252672 Len=0 TSval=175207956 TSecr=3100190327"
"335872","194.877380","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335871#1] 36235  >  443 [ACK] Seq=1056 Ack=343959 Win=252672 Len=0 TSval=175207956 TSecr=3100190327 SLE=345407 SRE=346855"
"335873","194.877581","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=346855 Win=250720 Len=0 TSval=175207956 TSecr=3100190327"
"335874","194.877773","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=349751 Win=248864 Len=0 TSval=175207956 TSecr=3100190327"
"335875","194.877937","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335874#1] 36235  >  443 [ACK] Seq=1056 Ack=349751 Win=248864 Len=0 TSval=175207956 TSecr=3100190327 SLE=351199 SRE=352647"
"335876","194.878116","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=352647 Win=246912 Len=0 TSval=175207956 TSecr=3100190327"
"335878","194.886656","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=358439 Win=260096 Len=0 TSval=175207957 TSecr=3100190327"
"335879","194.886907","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335878#1] 36235  >  443 [ACK] Seq=1056 Ack=358439 Win=260096 Len=0 TSval=175207957 TSecr=3100190327 SLE=359887 SRE=361335"
"335881","194.887239","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=361335 Win=258144 Len=0 TSval=175207957 TSecr=3100190327"
"335911","194.891895","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=362783 Win=257216 Len=0 TSval=175207957 TSecr=3100190327"
"335913","194.892051","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=374367 Win=249792 Len=0 TSval=175207957 TSecr=3100190333"
"335915","194.892184","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 335913#1] 36235  >  443 [ACK] Seq=1056 Ack=374367 Win=249792 Len=0 TSval=175207957 TSecr=3100190333 SLE=306311 SRE=307759"
"335916","194.892262","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=377263 Win=247936 Len=0 TSval=175207957 TSecr=3100190362"
"335918","194.892442","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=261424 Win=259264 Len=0 TSval=175207958 TSecr=3771330349"
"335920","194.892586","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=265768 Win=256480 Len=0 TSval=175207958 TSecr=3771330349"
"335922","194.892751","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=420704 Win=260696 Len=0 TSval=175207958 TSecr=3779533533"
"336019","194.913709","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=425048 Win=258336 Len=0 TSval=175207958 TSecr=3779533533"
"336020","194.913984","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=427944 Win=256480 Len=0 TSval=175207958 TSecr=3779533533"
"336021","194.914164","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=430840 Win=254624 Len=0 TSval=175207958 TSecr=3779533533"
"336022","194.914349","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336021#1] 36236  >  443 [ACK] Seq=1543 Ack=430840 Win=254624 Len=0 TSval=175207958 TSecr=3779533533 SLE=432288 SRE=433736"
"336023","194.914509","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=433736 Win=252672 Len=0 TSval=175207958 TSecr=3779533533"
"336024","194.914666","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=436632 Win=250816 Len=0 TSval=175207958 TSecr=3779533533"
"336025","194.914840","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=462696 Win=234016 Len=0 TSval=175207959 TSecr=3779533533"
"336026","194.914990","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=465592 Win=232064 Len=0 TSval=175207959 TSecr=3779533533"
"336027","194.915152","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=468488 Win=230112 Len=0 TSval=175207959 TSecr=3779533533"
"336028","194.915131","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=465592 Win=232064 Len=0 TSval=175207959 TSecr=3779533533 SLE=467040 SRE=468488"
"336029","194.915338","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=471384 Win=228160 Len=0 TSval=175207959 TSecr=3779533533"
"336030","194.915338","192.168.1.58","23.246.45.140","TCP","78","36236  >  443 [ACK] Seq=1543 Ack=468488 Win=230112 Len=0 TSval=175207959 TSecr=3779533533 SLE=469936 SRE=471384"
"336031","194.915496","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=475728 Win=225376 Len=0 TSval=175207959 TSecr=3779533533"
"336032","194.915497","192.168.1.58","23.246.45.140","TCP","66","36236  >  443 [ACK] Seq=1543 Ack=477176 Win=224448 Len=0 TSval=175207959 TSecr=3779533533"
"336033","194.915645","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=385951 Win=256480 Len=0 TSval=175207959 TSecr=3100190383"
"336034","194.915648","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=388847 Win=254624 Len=0 TSval=175207959 TSecr=3100190383"
"336035","194.915800","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=394639 Win=250912 Len=0 TSval=175207959 TSecr=3100190383"
"336036","194.915795","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=388847 Win=254624 Len=0 TSval=175207959 TSecr=3100190383 SLE=319343 SRE=320791"
"336037","194.915942","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=397535 Win=248960 Len=0 TSval=175207959 TSecr=3100190383"
"336038","194.915939","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=394639 Win=250912 Len=0 TSval=175207959 TSecr=3100190383 SLE=396087 SRE=397535"
"336039","194.916101","192.168.1.58","23.246.45.140","TCP","78","36235  >  443 [ACK] Seq=1056 Ack=400431 Win=247104 Len=0 TSval=175207959 TSecr=3100190383 SLE=401879 SRE=403327"
"336040","194.916088","192.168.1.58","23.246.45.140","TCP","66","[TCP Dup ACK 336039#1] 36235  >  443 [ACK] Seq=1056 Ack=400431 Win=247104 Len=0 TSval=175207959 TSecr=3100190383"
"336041","194.916239","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=403327 Win=245152 Len=0 TSval=175207959 TSecr=3100190383"
"336042","194.916244","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=267216 Win=260696 Len=0 TSval=175207959 TSecr=3771330355"
"336043","194.916402","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336042#1] 36237  >  443 [ACK] Seq=1056 Ack=267216 Win=260696 Len=0 TSval=175207959 TSecr=3771330355 SLE=268664 SRE=270112"
"336044","194.916400","192.168.1.58","23.246.45.140","TCP","66","36235  >  443 [ACK] Seq=1056 Ack=407671 Win=242368 Len=0 TSval=175207959 TSecr=3100190383"
"336045","194.916553","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=270112 Win=259168 Len=0 TSval=175207959 TSecr=3771330355"
"336046","194.916565","192.168.1.58","23.246.45.140","TCP","78","36237  >  443 [ACK] Seq=1056 Ack=273008 Win=257312 Len=0 TSval=175207959 TSecr=3771330355 SLE=274456 SRE=275904"
"336047","194.916710","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=275904 Win=255360 Len=0 TSval=175207959 TSecr=3771330355"
"336048","194.921287","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=278800 Win=253504 Len=0 TSval=175207959 TSecr=3771330355"
"336049","194.921530","192.168.1.58","23.246.45.140","TCP","78","[TCP Dup ACK 336048#1] 36237  >  443 [ACK] Seq=1056 Ack=278800 Win=253504 Len=0 TSval=175207960 TSecr=3771330355 SLE=280248 SRE=281696"
"336050","194.921715","192.168.1.58","23.246.45.140","TCP","66","36237  >  443 [ACK] Seq=1056 Ack=281696 Win=251552 Len=0 TSval=175207960 TSecr=3771330355"
